0.000000000000000000e+00,1.044999999999999929e+00,1.627000000000000002e+00,5.951999999999999957e+00,6.804000000000000270e+00,4.366999999999999993e+00,5.459999999999999964e+00,4.607999999999999652e+00,5.182000000000000384e+00,2.930000000000000160e+00,2.378000000000000114e+00,2.111000000000000210e+00,3.333000000000000185e+00,3.806999999999999940e+00,1.203999999999999959e+00,1.385000000000000009e+00,5.849999999999999645e+00
4.640000000000000235e-01,0.000000000000000000e+00,7.069999999999999618e-01,5.004999999999999893e+00,5.857000000000000206e+00,3.419999999999999929e+00,5.410000000000000142e+00,5.019999999999999574e+00,5.594000000000000306e+00,3.341000000000000192e+00,2.789000000000000146e+00,2.521999999999999797e+00,3.745000000000000107e+00,3.876999999999999780e+00,1.614999999999999991e+00,1.796000000000000041e+00,6.261999999999999567e+00
1.320000000000000062e+00,7.039999999999999591e-01,0.000000000000000000e+00,4.392999999999999794e+00,5.245000000000000107e+00,2.806999999999999940e+00,4.796999999999999709e+00,5.847000000000000419e+00,6.184000000000000163e+00,3.789000000000000146e+00,3.237000000000000099e+00,2.970000000000000195e+00,3.705999999999999961e+00,3.169999999999999929e+00,2.092000000000000082e+00,2.244000000000000217e+00,6.993000000000000327e+00
4.700999999999999623e+00,4.169999999999999929e+00,3.613999999999999879e+00,0.000000000000000000e+00,2.033999999999999808e+00,1.179999999999999938e+00,1.576999999999999957e+00,2.626999999999999780e+00,2.963000000000000078e+00,4.458999999999999631e+00,3.779999999999999805e+00,3.701000000000000068e+00,5.158999999999999808e+00,5.633000000000000007e+00,5.616999999999999993e+00,5.339000000000000412e+00,7.676000000000000156e+00
4.328999999999999737e+00,3.798000000000000043e+00,3.242999999999999883e+00,8.910000000000000142e-01,0.000000000000000000e+00,8.090000000000000524e-01,1.828000000000000069e+00,3.456999999999999851e+00,3.794000000000000039e+00,5.290000000000000036e+00,4.610999999999999766e+00,4.530999999999999694e+00,5.990000000000000213e+00,6.323999999999999844e+00,5.246000000000000441e+00,5.424000000000000377e+00,8.506999999999999673e+00
3.520999999999999908e+00,2.990000000000000213e+00,2.434000000000000163e+00,2.484999999999999876e+00,3.337000000000000188e+00,0.000000000000000000e+00,2.890000000000000124e+00,3.939999999999999947e+00,4.277000000000000135e+00,5.772000000000000242e+00,5.092999999999999972e+00,5.014000000000000234e+00,6.472000000000000419e+00,5.514999999999999680e+00,4.437000000000000277e+00,4.615000000000000213e+00,8.990000000000000213e+00
5.363999999999999879e+00,5.251000000000000334e+00,4.695999999999999730e+00,1.820000000000000062e+00,1.818999999999999950e+00,2.355999999999999872e+00,0.000000000000000000e+00,2.055000000000000160e+00,2.391000000000000014e+00,3.887000000000000011e+00,3.208000000000000185e+00,3.129000000000000004e+00,4.586999999999999744e+00,5.060999999999999943e+00,4.894999999999999574e+00,4.767000000000000348e+00,1.516900000000000048e+01
5.349000000000000199e+00,5.774000000000000021e+00,5.836000000000000298e+00,2.959999999999999964e+00,2.959000000000000075e+00,3.495000000000000107e+00,1.306999999999999940e+00,0.000000000000000000e+00,5.909999999999999698e-01,3.871999999999999886e+00,3.193000000000000060e+00,3.112999999999999989e+00,4.572000000000000064e+00,5.044999999999999929e+00,4.879999999999999893e+00,4.751999999999999780e+00,7.089000000000000412e+00
6.408999999999999808e+00,5.799999999999999822e+00,5.245000000000000107e+00,2.369000000000000217e+00,2.369000000000000217e+00,2.904999999999999805e+00,7.159999999999999698e-01,3.100000000000000089e+00,0.000000000000000000e+00,4.932000000000000384e+00,4.253000000000000114e+00,4.174000000000000377e+00,5.631999999999999673e+00,6.105999999999999872e+00,5.940000000000000391e+00,5.812000000000000277e+00,1.571799999999999997e+01
1.733999999999999986e+00,2.158999999999999808e+00,2.592000000000000082e+00,4.719000000000000306e+00,5.102999999999999758e+00,5.333999999999999631e+00,3.952999999999999847e+00,3.100999999999999979e+00,3.674999999999999822e+00,0.000000000000000000e+00,6.610000000000000320e-01,1.352000000000000091e+00,3.109999999999999876e+00,3.584000000000000075e+00,1.264999999999999902e+00,1.445999999999999952e+00,5.626999999999999780e+00
2.958000000000000185e+00,3.383000000000000007e+00,3.817000000000000171e+00,4.211000000000000298e+00,4.594999999999999751e+00,4.825999999999999623e+00,3.443999999999999950e+00,2.592000000000000082e+00,3.165999999999999925e+00,6.790000000000000480e-01,0.000000000000000000e+00,8.429999999999999716e-01,2.601999999999999869e+00,3.076000000000000068e+00,2.488999999999999879e+00,2.361000000000000210e+00,5.118999999999999773e+00
2.241999999999999993e+00,2.666999999999999815e+00,3.100999999999999979e+00,3.958000000000000185e+00,4.341999999999999638e+00,4.573000000000000398e+00,3.190999999999999837e+00,2.338999999999999968e+00,2.912999999999999812e+00,2.112999999999999989e+00,1.433999999999999941e+00,0.000000000000000000e+00,1.790999999999999925e+00,2.265000000000000124e+00,1.772999999999999909e+00,1.645000000000000018e+00,4.309000000000000163e+00
3.181000000000000050e+00,3.605999999999999872e+00,4.341000000000000192e+00,5.243000000000000327e+00,5.626999999999999780e+00,5.857999999999999652e+00,4.475999999999999979e+00,3.625000000000000000e+00,4.198999999999999844e+00,3.399000000000000021e+00,2.718999999999999861e+00,2.607000000000000206e+00,0.000000000000000000e+00,7.439999999999999947e-01,3.031000000000000139e+00,2.583000000000000185e+00,3.814999999999999947e+00
3.245000000000000107e+00,3.850000000000000089e+00,3.145999999999999908e+00,5.871000000000000441e+00,6.254999999999999893e+00,5.886000000000000121e+00,5.104000000000000092e+00,4.251999999999999780e+00,4.825999999999999623e+00,4.025999999999999801e+00,3.346999999999999975e+00,3.234999999999999876e+00,7.489999999999999991e-01,0.000000000000000000e+00,1.836000000000000076e+00,1.877000000000000002e+00,4.421999999999999709e+00
2.068000000000000060e+00,2.673999999999999932e+00,1.969999999999999973e+00,6.294999999999999929e+00,7.147000000000000242e+00,4.709999999999999964e+00,6.700000000000000178e+00,5.509000000000000341e+00,6.083000000000000185e+00,3.619000000000000217e+00,3.067000000000000171e+00,2.736000000000000210e+00,2.391999999999999904e+00,1.856000000000000094e+00,0.000000000000000000e+00,1.796999999999999931e+00,5.679000000000000270e+00
1.356000000000000094e+00,1.780999999999999917e+00,2.214999999999999858e+00,5.054999999999999716e+00,5.439000000000000057e+00,4.955000000000000071e+00,4.288999999999999702e+00,3.436999999999999833e+00,4.011000000000000121e+00,1.822000000000000064e+00,1.270000000000000018e+00,9.389999999999999458e-01,2.161999999999999922e+00,2.634999999999999787e+00,8.870000000000000107e-01,0.000000000000000000e+00,4.679000000000000270e+00
5.897000000000000242e+00,6.322000000000000064e+00,7.105000000000000426e+00,7.959999999999999964e+00,1.437299999999999933e+01,1.490900000000000070e+01,7.192999999999999616e+00,6.341000000000000192e+00,6.915000000000000036e+00,6.115000000000000213e+00,5.435999999999999943e+00,5.323999999999999844e+00,4.062000000000000277e+00,4.535000000000000142e+00,5.794999999999999929e+00,5.299999999999999822e+00,0.000000000000000000e+00
